date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:34	42631/42631	---M--	200	added ('OK')	text/css	etag:%22a7401ce-a687-59769c44d2617%22	http://www.mattsexpresscarwash.com/wp-content/cache/et/5/et-core-unified-15738554033985.min.css	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/cache/et/5/et-core-unified-15738554033985.min.css	(from http://www.mattsexpresscarwash.com/)
13:40:38	25539/25539	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202019%2021:40:37%20GMT	http://www.mattsexpresscarwash.com/152-2/	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/152-2/index.html	(from http://www.mattsexpresscarwash.com/)
13:40:46	105193/105193	---MC-	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202019%2021:40:24%20GMT	http://www.mattsexpresscarwash.com/wp-json/	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-json/index.html	(from http://www.mattsexpresscarwash.com/)
13:40:47	64642/64642	---M--	200	added ('OK')	image/png	etag:%22a7417f0-fc82-594eb93693239%22	http://www.mattsexpresscarwash.com/wp-content/uploads/2019/10/mattslogo.png	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/uploads/2019/10/mattslogo.png	(from http://www.mattsexpresscarwash.com/)
13:40:56	41007/41007	---M--	200	added ('OK')	image/jpeg	etag:%22a7417ec-a02f-594eb93692299%22	http://www.mattsexpresscarwash.com/wp-content/uploads/2019/10/carwash2-dark.jpg	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/uploads/2019/10/carwash2-dark.jpg	(from http://www.mattsexpresscarwash.com/)
13:40:58	176/176	---M--	200	added ('OK')	image/png	etag:%22a740cfc-b0-594eb936a1c99%22	http://www.mattsexpresscarwash.com/wp-content/plugins/instagram-feed/img/placeholder.png	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/plugins/instagram-feed/img/placeholder.png	(from http://www.mattsexpresscarwash.com/)
13:41:05	88901/88901	---M--	200	added ('OK')	image/jpeg	etag:%22a741797-15b45-594eb936912f9%22	http://www.mattsexpresscarwash.com/wp-content/uploads/2019/10/new_ourteam.jpg	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/uploads/2019/10/new_ourteam.jpg	(from http://www.mattsexpresscarwash.com/)
13:41:06	145891/145891	---M--	200	added ('OK')	image/png	etag:%22a741777-239e3-594eb93692681%22	http://www.mattsexpresscarwash.com/wp-content/uploads/2019/10/bubble.png	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/uploads/2019/10/bubble.png	(from http://www.mattsexpresscarwash.com/)
13:41:06	139968/139968	---M--	200	added ('OK')	image/jpeg	etag:%22a74020b-222c0-59769bff7e338%22	http://www.mattsexpresscarwash.com/wp-content/uploads/2019/11/matts.jpg	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/uploads/2019/11/matts.jpg	(from http://www.mattsexpresscarwash.com/)
13:41:06	1360/1360	---M--	200	added ('OK')	application/javascript	etag:%22a742a7c-550-594eb936561a8%22	http://www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/js/common.js?ver=3.25.2	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/js/common7ed1.js	(from http://www.mattsexpresscarwash.com/)
13:41:08	1403/1403	---M--	200	added ('OK')	application/javascript	etag:%22a74094b-57b-594eb9364c950%22	http://www.mattsexpresscarwash.com/wp-includes/js/wp-embed.min.js?ver=5.2.4	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-includes/js/wp-embed.min4d2c.js	(from http://www.mattsexpresscarwash.com/)
13:41:14	1312/1312	---M--	200	added ('OK')	image/png	etag:%22a740cff-520-594eb936a1c99%22	http://www.mattsexpresscarwash.com/wp-content/plugins/instagram-feed/img/small-logo.png	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/plugins/instagram-feed/img/small-logo.png	(from http://www.mattsexpresscarwash.com/wp-content/plugins/instagram-feed/css/sb-instagram-2-0-2.min.css?ver=2.0.2)
13:41:14	20137/20137	---M--	200	added ('OK')	application/javascript	etag:%22a740ce4-4ea9-594eb936a18b1%22	http://www.mattsexpresscarwash.com/wp-content/plugins/instagram-feed/js/sb-instagram-2-0-1.min.js?ver=2.0.2	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/plugins/instagram-feed/js/sb-instagram-2-0-1.min4c56.js	(from http://www.mattsexpresscarwash.com/)
13:41:31	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a742a7f-16994-594eb93656590%22	http://www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/fonts/modules.eot	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/fonts/modules.eot	(from http://www.mattsexpresscarwash.com/wp-content/themes/Divi/style.css?ver=3.25.2)
13:41:34	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a742a7f-16994-594eb93656590%22	http://www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/fonts/modules.eot?	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/fonts/modulesd41d.eot	(from http://www.mattsexpresscarwash.com/wp-content/themes/Divi/style.css?ver=3.25.2)
13:41:36	92400/92400	---M--	200	added ('OK')	font/ttf	etag:%22a742a80-168f0-594eb936561a8%22	http://www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/fonts/modules.ttf	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/fonts/modules.ttf	(from http://www.mattsexpresscarwash.com/wp-content/themes/Divi/style.css?ver=3.25.2)
13:41:38	301078/301078	---M--	200	added ('OK')	image/svg+xml	etag:%22a742a83-49816-594eb936561a8%22	http://www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/fonts/modules.svg	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/fonts/modules.svg	(from http://www.mattsexpresscarwash.com/wp-content/themes/Divi/style.css?ver=3.25.2)
13:41:40	1422/1422	---M--	200	added ('OK')	image/gif	etag:%22a742cb6-58e-594eb93656978%22	http://www.mattsexpresscarwash.com/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	(from http://www.mattsexpresscarwash.com/wp-content/themes/Divi/style.css?ver=3.25.2)
13:41:44	272294/272294	---M--	200	added ('OK')	application/javascript	etag:%22a742ae1-427a6-594eb93654e20%22	http://www.mattsexpresscarwash.com/wp-content/themes/Divi/js/custom.min.js?ver=3.25.2	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/themes/Divi/js/custom.min7ed1.js	(from http://www.mattsexpresscarwash.com/)
13:41:44	9427/9427	---M--	200	added ('OK')	image/gif	etag:%22a742cb5-24d3-594eb93656978%22	http://www.mattsexpresscarwash.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from http://www.mattsexpresscarwash.com/wp-content/themes/Divi/style.css?ver=3.25.2)
13:41:48	17119/17119	---M--	200	added ('OK')	image/png	etag:%22a742b2f-42df-594eb9365cf08%22	http://www.mattsexpresscarwash.com/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	(from http://www.mattsexpresscarwash.com/wp-content/themes/Divi/style.css?ver=3.25.2)
13:41:50	92476/92476	---M--	200	added ('OK')	font/woff	etag:%22a742a84-1693c-594eb936561a8%22	http://www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/fonts/modules.woff	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/themes/Divi/core/admin/fonts/modules.woff	(from http://www.mattsexpresscarwash.com/wp-content/themes/Divi/style.css?ver=3.25.2)
13:41:52	37983/37983	---M--	200	added ('OK')	text/css	etag:%22a742fb2-945f-59514803196ee%22	http://www.mattsexpresscarwash.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-full.css?ver=1.5.5.1	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-full7dfc.css	(from http://www.mattsexpresscarwash.com/152-2/)
13:41:56	44868/44868	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a740c57-af44-594eb9364fc18%22	http://www.mattsexpresscarwash.com/wp-includes/fonts/dashicons.eot?50db0456fde2a241f005968eede3f987	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-includes/fonts/dashicons2ce6.eot	(from http://www.mattsexpresscarwash.com/wp-includes/css/dashicons.min.css?ver=5.2.4)
13:41:56	2192/2192	---MC-	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202019%2021:41:52%20GMT	http://www.mattsexpresscarwash.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.mattsexpresscarwash.com%2F152-2%2F	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-json/oembed/1.0/embeda79d.json	(from http://www.mattsexpresscarwash.com/152-2/)
13:41:57	44696/44696	---M--	200	added ('OK')	font/ttf	etag:%22a740c59-ae98-594eb9364fc18%22	http://www.mattsexpresscarwash.com/wp-includes/fonts/dashicons.ttf?50db0456fde2a241f005968eede3f987	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-includes/fonts/dashicons2ce6.ttf	(from http://www.mattsexpresscarwash.com/wp-includes/css/dashicons.min.css?ver=5.2.4)
13:41:58	51241/51241	---M--	200	added ('OK')	image/jpeg	etag:%22a7417a9-c829-594eb93692299%22	http://www.mattsexpresscarwash.com/wp-content/uploads/2019/10/bgcarwash-new.jpg	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/uploads/2019/10/bgcarwash-new.jpg	(from http://www.mattsexpresscarwash.com/wp-content/cache/et/5/et-core-unified-15738554033985.min.css)
13:41:58	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2017%20Nov%202019%2021:41:56%20GMT	http://www.mattsexpresscarwash.com/?p=152	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/index1611.html	(from http://www.mattsexpresscarwash.com/152-2/)
13:41:58	2265/2265	---MC-	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202019%2021:41:56%20GMT	http://www.mattsexpresscarwash.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.mattsexpresscarwash.com%2F152-2%2F&format=xml	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-json/oembed/1.0/embed9c68	(from http://www.mattsexpresscarwash.com/152-2/)
13:41:58	8854/8854	---M--	200	added ('OK')	text/css	etag:%22a7401fa-2296-59769f3881a8a%22	http://www.mattsexpresscarwash.com/wp-content/cache/et/152/et-core-unified-15738561961032.min.css	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/cache/et/152/et-core-unified-15738561961032.min.css	(from http://www.mattsexpresscarwash.com/152-2/)
13:42:00	24368/24368	---M--	200	added ('OK')	application/javascript	etag:%22a742f44-5f30-595148005e745%22	http://www.mattsexpresscarwash.com/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.min.js?ver=1.19.0	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.minb3a6.js	(from http://www.mattsexpresscarwash.com/152-2/)
13:42:02	4014/4014	---M--	200	added ('OK')	application/javascript	etag:%22a742f29-fae-595147ff7c227%22	http://www.mattsexpresscarwash.com/wp-content/plugins/wpforms-lite/assets/js/mailcheck.min.js?ver=1.1.2	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/plugins/wpforms-lite/assets/js/mailcheck.mincfa9.js	(from http://www.mattsexpresscarwash.com/152-2/)
13:42:06	49226/49226	---M--	200	added ('OK')	application/javascript	etag:%22a742f40-c04a-595148005e35d%22	http://www.mattsexpresscarwash.com/wp-content/plugins/wpforms-lite/assets/js/wpforms.js?ver=1.5.5.1	/Users/timothylentz/Downloads/matts/www.mattsexpresscarwash.com/wp-content/plugins/wpforms-lite/assets/js/wpforms7dfc.js	(from http://www.mattsexpresscarwash.com/152-2/)
